FR_hip_geom,FR_thigh_geom,FR_calf_geom,FL_hip_geom,FL_thigh_geom,FL_calf_geom,RR_hip_geom,RR_thigh_geom,RR_calf_geom,RL_hip_geom,RL_thigh_geom,RL_calf_geom
1.01310291, 1.01972584, 1.04341888, 0.9830549 , 0.95485115, 0.95049793, 0.9683997 , 1.04947851, 1.04979834, 0.97835505, 0.95179113, 0.95190126
1.03252895, 1.00113759, 1.03933444, 0.95683487, 0.95662046, 0.95308323, 0.98626337, 1.04928003, 1.04791508, 0.98465182, 0.95353831, 0.95399139
0.98553884, 1.02712247, 1.04039944, 0.99656045, 0.9564646 , 0.95399163, 1.03716261, 1.03975316, 1.04585087, 0.97660399, 0.95440603, 0.95100543
1.0329184 , 1.03020015, 1.04536138, 1.0024756 , 0.95739904, 0.96965399, 1.0407487 , 1.04677396, 1.04623974, 0.97027545, 0.95711951, 0.95418006
1.00447353, 1.03976035, 1.04115572, 1.00535934, 0.95618242, 0.95266278, 1.01195354, 1.04989725, 1.04382423, 0.97664913, 0.95158821, 0.95310584
0.99626862, 1.0200989 , 1.0451342 , 0.98113045, 0.95433298, 0.95078763, 1.02684223, 1.02899023, 1.0461898 , 0.98408676, 0.95016459, 0.95628352
1.02208249, 1.01857146, 1.0338636 , 0.97670599, 0.95035596, 0.95472568, 0.97467226, 1.04520213, 1.04650165, 0.9816553 , 0.95605734, 0.9531689 
1.03137529, 1.01828006, 1.04585349, 0.9765654 , 0.95279924, 0.95382183, 1.02664643, 1.04851754, 1.04420539, 0.98960216, 0.95156643, 0.96230853
0.95387484, 1.03382694, 1.02129235, 0.96134193, 0.95004669, 0.95261   , 0.98294694, 1.04698668, 1.04182884, 0.97111142, 0.95493393, 0.95289539
0.99606031, 1.02298204, 1.02011222, 0.96623912, 0.95194597, 0.95231148, 1.0174636 , 1.04367033, 1.04700122, 1.01446727, 0.9502519 , 0.95283473
1.0303533 , 1.00885387, 1.04473184, 0.9825156 , 0.95060357, 0.95409309, 0.99431742, 1.04472599, 1.04610949, 0.95490528, 0.9538076 , 0.95619415
0.97137687, 1.02645417, 1.04810478, 0.95374788, 0.95631688, 0.96835216, 0.99901918, 1.04356724, 1.04275719, 1.0447851 , 0.95229513, 0.95427349
1.01696654, 1.0473156 , 0.97193464, 0.98664229, 0.95444111, 0.95104501, 0.96831529, 1.04747828, 1.04898444, 0.95875171, 0.95253941, 0.95508829
0.9960355 , 1.02639561, 1.04985726, 0.98573888, 0.9519123 , 0.95437222, 1.01140356, 1.04844152, 1.04547873, 1.00458562, 0.95816547, 0.9537071 
1.01463729, 1.01348444, 1.04980817, 1.00129517, 0.95888216, 0.95711947, 1.01447598, 1.0498943 , 1.04958878, 0.97708625, 0.95054989, 0.95721475
1.03555505, 1.02909443, 1.04558957, 1.00791846, 0.95064543, 0.95023942, 1.04172714, 1.04644888, 1.0498798 , 1.01569213, 0.95269797, 0.95475465
0.99077106, 1.01680688, 1.04623678, 0.97416279, 0.95471106, 0.96535083, 0.98165678, 1.04864948, 1.04825583, 0.97401479, 0.95211335, 0.95687358
1.00104657, 1.02988504, 1.03828053, 0.99031904, 0.95923065, 0.95270885, 0.99314262, 1.04956269, 1.04812852, 0.99954676, 0.9546104 , 0.95325835
0.98056004, 1.02987133, 1.04489432, 1.00925696, 0.95041082, 0.95429919, 1.01590045, 1.04804639, 1.04484861, 1.02914861, 0.95156627, 0.95631184
1.01301741, 1.0101129 , 1.02077841, 0.98557496, 0.96349739, 0.95563867, 1.02631487, 1.04959142, 1.04822354, 1.02145744, 0.95047959, 0.95147943
1.02549339, 1.03311888, 1.0389348 , 1.02063751, 0.95482063, 0.95677165, 1.02744317, 1.04948485, 1.04175597, 1.01641806, 0.95188278, 0.9544582 
1.03258529, 1.04427471, 1.04864952, 1.03269326, 0.95703772, 0.95064023, 0.99447446, 1.04993621, 1.0494846 , 1.00525762, 0.95112116, 0.95345677
1.01784965, 1.02543652, 1.03901994, 0.980437  , 0.95030538, 0.95335787, 1.03332084, 1.04588042, 1.04987332, 0.96507043, 0.95279301, 0.95780439
1.03385524, 1.02432261, 1.03963208, 0.95057825, 0.95262838, 0.95028018, 1.03087139, 1.04961099, 1.04702544, 0.98145707, 0.95265358, 0.95712436
0.95892465, 1.04638346, 1.01830795, 1.00577411, 0.95980533, 0.95299327, 1.00216494, 1.04925164, 1.04538544, 0.96224609, 0.95723375, 0.95382481
1.014105  , 1.02456395, 1.04925235, 0.96469718, 0.95911025, 0.95473729, 0.96271855, 1.0496019 , 1.04208358, 0.97333389, 0.95047419, 0.95493079
1.03715885, 1.03229301, 1.02822495, 0.96503662, 0.95425416, 0.95244626, 1.01700039, 1.04972538, 1.04807563, 1.04089121, 0.95385161, 0.95837839
1.03746857, 1.01360678, 1.01492178, 0.99400959, 0.95836459, 0.952128  , 1.04541479, 1.04575935, 1.04518141, 0.97402799, 0.95346822, 0.95354724
1.03396488, 1.01949169, 1.02989189, 0.9540385 , 0.95601103, 0.95301901, 1.0084921 , 1.04931651, 1.04747994, 0.9940245 , 0.95169017, 0.95119898
0.95608273, 1.03859605, 1.03055596, 0.97052488, 0.95725287, 0.95165177, 1.02599003, 1.04644726, 1.03921723, 1.01451588, 0.95144765, 0.95084083
0.98886516, 0.97101204, 1.0241574 , 0.97222076, 0.95846073, 0.96249022, 1.01806689, 1.04417685, 1.04566282, 0.98722261, 0.95735369, 0.95485599
1.01068215, 1.00152283, 1.04543   , 0.97049321, 0.95150429, 0.95072192, 0.9808343 , 1.04860462, 1.04479343, 0.97184365, 0.95260911, 0.95419423
1.02346808, 1.0346983 , 1.04771893, 0.97095851, 0.96193679, 0.95174502, 1.03721145, 1.0462725 , 1.0475441 , 0.98493124, 0.95178797, 0.95398311
1.00343611, 1.03927663, 1.01682936, 0.9806224 , 0.9610397 , 0.95904676, 1.04960174, 1.04707966, 1.03787331, 0.99009079, 0.95432932, 0.95405719
1.00124505, 1.02925886, 1.02406686, 0.98573954, 0.95086809, 0.95281074, 1.02663076, 1.04839498, 1.04469605, 0.96862026, 0.95404391, 0.95332564
1.03849108, 1.02363174, 1.04361997, 0.99243993, 0.95207203, 0.95030012, 0.99851187, 1.0478448 , 1.04911342, 0.96980012, 0.95195491, 0.95551094
1.04550078, 1.04164364, 1.0363616 , 0.96425056, 0.95816609, 0.95265145, 1.02519549, 1.04953695, 1.04344204, 0.96506164, 0.9535538 , 0.95412317
1.00897356, 1.01495676, 1.03852462, 0.99140237, 0.95605351, 0.95277785, 1.008527  , 1.04911454, 1.048322  , 0.99458968, 0.95244713, 0.9539076 
0.9953592 , 1.0407367 , 1.00308693, 0.96922035, 0.95396481, 0.95557609, 0.97507174, 1.04092348, 1.04363146, 0.99556252, 0.95051063, 0.95179152
1.03254544, 1.01081755, 1.04976688, 0.99582895, 0.955044  , 0.95014703, 1.00253965, 1.04418323, 1.04995161, 0.98672988, 0.95507603, 0.95412285
0.99946952, 1.02087007, 1.02831916, 0.97521111, 0.95263849, 0.95557326, 1.02152678, 1.0468115 , 1.04688561, 1.00578128, 0.95202394, 0.9592278 
1.02417216, 1.01682329, 1.03776419, 0.98154694, 0.95536423, 0.95099961, 0.97649473, 1.04983855, 1.04907702, 0.96030738, 0.95436769, 0.95299862
1.01375643, 1.02102806, 1.03649908, 0.97564947, 0.95060418, 0.95243669, 0.99861229, 1.04731063, 1.04292476, 0.97404604, 0.95817595, 0.95297886
1.01455713, 1.0113814 , 1.0434309 , 0.97158188, 0.95625577, 0.95037481, 1.00926116, 1.03751325, 1.04832726, 0.98251757, 0.950922  , 0.95064471
1.01234733, 1.04620926, 1.04918214, 0.97051849, 0.95610194, 0.95574308, 0.99765436, 1.04604902, 1.04565959, 0.96586606, 0.95050885, 0.95245988
1.01070559, 1.01813147, 1.04426452, 0.98486191, 0.95284719, 0.95399499, 1.01904486, 1.0491332 , 1.04954547, 0.98717143, 0.95481791, 0.95489385
1.00026743, 1.03244477, 0.95790482, 1.00774239, 0.95152602, 0.96072791, 1.00507672, 1.04430767, 1.03594925, 0.97122426, 0.95618012, 0.95168135
1.01037282, 1.03492881, 1.04126121, 0.97475646, 0.95819151, 0.95083786, 1.01155883, 1.04989298, 1.0475845 , 0.97769571, 0.95188534, 0.95342944
1.02538962, 0.99797923, 1.03842792, 1.00120087, 0.95446145, 0.95363428, 1.02276156, 1.04953233, 1.04882664, 0.99281202, 0.9537832 , 0.95334631
1.02684616, 0.99580711, 1.0426579 , 0.98857279, 0.95214651, 0.9505775 , 1.02343474, 1.04961412, 1.04706806, 0.97351515, 0.95483479, 0.95421908
1.0047466 , 1.01075481, 1.0379684 , 0.97046762, 0.95575117, 0.95533623, 0.95929623, 1.04761361, 1.04368501, 0.95797811, 0.95322867, 0.95582795
0.98002324, 1.03953382, 1.02893246, 0.9761236 , 0.95363146, 0.95233253, 1.02686244, 1.04983043, 1.03259388, 0.99463827, 0.95243739, 0.95384107
1.00717552, 1.02804582, 1.03416353, 0.98924952, 0.95084502, 0.95635108, 0.99504633, 1.04479337, 1.04950378, 0.95825052, 0.95341079, 0.95100509
1.03730573, 1.00931074, 1.04797427, 0.97180239, 0.95131786, 0.95024383, 1.01196821, 1.0492749 , 1.0458426 , 0.9897917 , 0.95278114, 0.95274575
1.03556495, 1.02560624, 1.03596568, 0.99485258, 0.95840333, 0.96663046, 1.00430777, 1.04684785, 1.04645951, 0.99795423, 0.95641274, 0.95310603
1.00690863, 1.01903358, 1.04132135, 1.00288377, 0.95782769, 0.95409697, 1.02210816, 1.04948642, 1.04909637, 1.00623141, 0.95122397, 0.9552863 
1.03068577, 1.0255674 , 1.04823139, 1.01154228, 0.9558778 , 0.9508743 , 1.04610921, 1.04968675, 1.04831899, 0.95709433, 0.95025873, 0.95547573
0.97515914, 1.03548019, 1.04494935, 1.0038696 , 0.9524295 , 0.95220223, 1.00871494, 1.04776355, 1.04209777, 1.00464711, 0.95267142, 0.95337172
1.00303084, 1.04007265, 1.0280627 , 1.02093013, 0.95424085, 0.95042387, 1.01910297, 1.04660973, 1.03953459, 0.9603476 , 0.95438927, 0.9513231 
0.99529075, 1.03544242, 1.02412753, 0.97980017, 0.95429832, 0.96444121, 1.018709  , 1.04808317, 1.04166334, 1.01101554, 0.95541386, 0.95008427
1.00244664, 1.01596733, 1.04220357, 0.99158398, 0.95615035, 0.95434931, 1.04656353, 1.04542638, 1.04897598, 0.95083297, 0.95485286, 0.95633937
1.02031623, 1.02696024, 1.0475711 , 0.98777944, 0.95356039, 0.95723684, 1.01666615, 1.04920057, 1.04874465, 0.97358819, 0.95474953, 0.95586539
1.02051298, 1.03710341, 1.04380111, 0.99100882, 0.95611807, 0.95057642, 1.02038681, 1.04761302, 1.04709091, 0.97485398, 0.95487695, 0.95178396
1.03125903, 0.99785689, 1.03440301, 0.97077904, 0.95611958, 0.95002883, 1.00264202, 1.04547137, 1.04924655, 0.96838331, 0.95055251, 0.95069116
1.01717253, 1.02822177, 1.04739594, 0.97781025, 0.96109713, 0.95044661, 1.01384052, 1.04791523, 1.04867149, 0.96075888, 0.95153589, 0.95469953
0.99253833, 1.03955277, 1.04733206, 0.95503924, 0.95555435, 0.96319652, 1.00510383, 1.04272765, 1.04601649, 0.97462507, 0.95491512, 0.95337002
0.95349944, 1.0306797 , 1.0246015 , 0.9944425 , 0.95099722, 0.95962059, 1.03113144, 1.0436323 , 1.04527002, 0.97898644, 0.95588511, 0.9549862 
1.01125867, 1.01384649, 1.04361855, 0.99316829, 0.95997402, 0.95609274, 1.01722822, 1.04929808, 1.04802818, 0.99834961, 0.95076448, 0.9521783
1.03248761, 1.01894717, 1.03151179, 1.00244174, 0.95414119, 0.952753  , 1.01902554, 1.04603201, 1.04827188, 0.97100192, 0.95215079, 0.95634583
1.00362976, 1.00113174, 1.03100127, 1.00512031, 0.95390012, 0.9512166 , 1.00005208, 1.04993252, 1.0486319 , 0.97182688, 0.95375113, 0.95749735
1.03409207, 1.00499364, 1.02392734, 1.00613661, 0.9548579 , 0.95573721, 1.02928249, 1.0475288 , 1.04451323, 0.96243898, 0.95025979, 0.95494087
0.98610428, 1.04523415, 1.04549861, 1.01920651, 0.95378107, 0.95019579, 1.01628347, 1.0496746 , 1.04915369, 0.96206832, 0.95155217, 0.95677707
1.03319607, 1.0246618 , 1.04565787, 0.9853855 , 0.95608252, 0.95321187, 1.03805964, 1.04373824, 1.04954977, 1.03933825, 0.95283019, 0.9539366 
0.99513353, 1.02908035, 1.03067461, 0.97868322, 0.96082985, 0.9543813 , 1.01785886, 1.04891356, 1.04224765, 0.9663219 , 0.95307527, 0.95224753
0.95701738, 1.03351552, 1.02892344, 0.99229198, 0.95877338, 0.98023372, 1.03201011, 1.04877877, 1.04431781, 1.00522815, 0.95495582, 0.9509034 
1.03596686, 1.04336282, 1.03969838, 0.99802016, 0.95922345, 0.95445232, 1.01738226, 1.04931825, 1.04747997, 0.964559  , 0.95283359, 0.9549159
1.00856632, 1.0305068 , 1.02081564, 0.97064884, 0.95607657, 0.95164833, 1.03988099, 1.04661983, 1.04502343, 1.00031757, 0.95500229, 0.9517307
